id,name,care_level_ko,care_level,sido,sigungu,address,phone,homepage,has_homepage,hours_24h,weekday_hours,weekend_hours,departments,place_search_url,daum_map_url
nat_277770f00c39,래플즈동물병원,일반 동네병원,neighborhood,경기도,구리시,경기도 구리시 동구릉로 120 (인창동),0507-1391-7593,https://blog.naver.com/raffles7582,Y,no,10:00–20:00,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%9E%98%ED%94%8C%EC%A6%88%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EB%9E%98%ED%94%8C%EC%A6%88%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_9b1e5f390048,러브마이펫동물병원,일반 동네병원,neighborhood,서울특별시,은평구,서울특별시 은평구 은평로 208 (응암동),02-382-7582,,N,no,10:00–20:00,토 10:00–18:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%9F%AC%EB%B8%8C%EB%A7%88%EC%9D%B4%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EB%9F%AC%EB%B8%8C%EB%A7%88%EC%9D%B4%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_b37176730efc,러브펫동물병원,일반 동네병원,neighborhood,충청남도,부여군,충청남도 부여군 규암면 백제문로 387,0507-1385-0387,,N,no,,토 10:00–19:00 · 일 10:00–19:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%9F%AC%EB%B8%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84,https://map.kakao.com/?q=%EB%9F%AC%EB%B8%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84
nat_3d1427f5cdb6,러브펫동물병원,일반 동네병원,neighborhood,경기도,포천시,경기도 포천시 일동면 윗갈기길 23-12,0507-1382-5775,https://blog.naver.com/petslover103,Y,no,09:30–19:00,토 09:30–16:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%9F%AC%EB%B8%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EB%9F%AC%EB%B8%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_f1dd91efe540,러브펫동물병원,일반 동네병원,neighborhood,경상북도,경주시,경상북도 경주시 황성로64번길 32 (황성동),054-773-8575,,N,unknown,,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%9F%AC%EB%B8%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84,https://map.kakao.com/?q=%EB%9F%AC%EB%B8%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84
nat_e363a0438ff9,러브펫동물병원,일반 동네병원,neighborhood,서울특별시,관악구,서울특별시 관악구 남부순환로 1429 (신림동),02-837-8875,https://blog.naver.com/pianogrl,Y,no,09:30–20:00,,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%9F%AC%EB%B8%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EB%9F%AC%EB%B8%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_50b7872f019a,러브펫동물병원 영등포타임스퀘어점,일반 동네병원,neighborhood,서울특별시,영등포구,서울특별시 영등포구 영중로 15 (영등포동4가),02-2634-8275,https://blog.naver.com/dr_animal,Y,no,10:30–20:00,토 10:30–20:00 · 일 11:00–19:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%9F%AC%EB%B8%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%98%81%EB%93%B1%ED%8F%AC%ED%83%80%EC%9E%84%EC%8A%A4%ED%80%98%EC%96%B4%EC%A0%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EB%9F%AC%EB%B8%8C%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%98%81%EB%93%B1%ED%8F%AC%ED%83%80%EC%9E%84%EC%8A%A4%ED%80%98%EC%96%B4%EC%A0%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_8c04997b231a,달빛동물병원,일반 동네병원,neighborhood,경기도,의정부시,경기도 의정부시 평화로 239 (호원동),031-875-1559,,N,no,10:00–19:00,토 10:00–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%8B%AC%EB%B9%9B%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EB%8B%AC%EB%B9%9B%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_be8290b258ef,런던동물병원,일반 동네병원,neighborhood,경기도,부천시,"경기도 부천시 소사구 경인로137번길 17 (송내동, 송원씨티홈 102동)",032-611-0275,https://blog.naver.com/londonvet75,Y,no,10:00–19:00,토 10:00–17:00 · 일 휴무,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%9F%B0%EB%8D%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EB%9F%B0%EB%8D%98%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_4ddb47976f57,레미동물병원,일반 동네병원,neighborhood,서울특별시,중랑구,서울특별시 중랑구 동일로 593 (면목동),0507-1343-4707,https://remyamc.modoo.at,Y,no,,토 10:00–18:30 · 일 10:00–18:30,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%A0%88%EB%AF%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EB%A0%88%EB%AF%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_2d99bae97ff7,레스펫동물병원,일반 동네병원,neighborhood,서울,마포구,서울 마포구 와우산로38길 4 지층,02-575-0855,,N,no,10:00–19:00,토 10:00–17:00 · 일 10:00–17:00,일반진료|예방접종,https://search.naver.com/search.naver?query=%EB%A0%88%EC%8A%A4%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8,https://map.kakao.com/?q=%EB%A0%88%EC%8A%A4%ED%8E%AB%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8
